text,label,source
"URL: http://www.newsisfree.com/click/-2,8423193,1717/
Date: 2002-10-01T08:34:12+01:00(katu)",0,spamassassin
"Have you checked your personal credit reports recently?If you are planning making any major purchase like purchasing a Home or
newcar or getting a new job or even a promotion, Please....read on!You need to have a GOOD to EXCELLENT credit rating. If you do already,
that's important, but if you know your credit is less than perfect, you need
to get those negative remarks REMOVED, LEGALLY and quickly.How? It's easier than you think.With NuCredit Software YOU can clear any negatives already on your
credit reports, This requires NO experience OR special skills from you to use our
program. This is how we can help:Getting ""Excellent Credit"" has never been easier athttp://wws2.dyn.eeFor the first time ever, we have simplified this process and made it
easy for thousands just like you that are looking for a safe and legal and
easy way to remove ""bad credit"" permanently, once and for all!. NuCredit
can remove Judgements, Bankruptcies, Tax liens and any other
negative ratings, in fact, ANYTHING that is reported on your credit.""We"" will not clear your negative credit, but ""you"" can, and easily
too. You are not going to spend hundreds or even thousands of dollars to do
it,or depend on someone you don't even know to take action.If you can send an email, you can operate our software. It's just that
simple.This ""Fast and easy-to-use"" program is called, NuCredit.Here is a brief description:The easiest and most effective credit program available today.
NuCredit is designed to improve and remove negative items on
your personal credit reports at home or the office quickly and
effectively. This is your first step to achieving financial independence.NuCredit does it all ""Step by Step""...Each easy-to-understand step
is designed to remove negative credit remarks on each of the major
credit bureau files, legally! Never before, has it been easier to
remove negative credit just like the professionals.This program is the complete route to getting, using, and managing your
credit reports wisely even if you're unskilled in credit or computers.
10 minutes a month is all you need to:Remove negative items from each credit report:TRW (Experian), TransUnion, CBI/EquifaxCommunicate with the credit bureaus without fear or reprisal.Review your credit reports on a consistent cycle (every 30 days!)Manage your own credit reports easily.Now ""you"" have control over your reports.Re-establish good credit, Fast and easy!""Please go to:http://wws2.dyn.eeLet's get started today!. Don't let another minute pass.To be removed click belowhttp://wws2.dyn.ee/remove.htm
[6897Xjvk9-144hsPG7837zbKJ3-198zOzv0155tGcO9-717sfou4155TgDj5-12@59]",1,spamassassin
"(trimmed cc list)Daniel Quinlan said:> 1. These messages could end up being falsely (or incorrectly) reported
> to Razor, DCC, Pyzor, etc. Certain RBLs too. I don't think the
> results for these distributed tests can be trusted in any way,
> shape, or form when running over a public corpus.I'll note that in the README.> 2. These messages could also be submitted (more than once) to projects
> like SpamAssassin that rely on filtering results submission for GA
> tuning and development.
> The second problem could be alleviated somewhat by adding a Nilsimsa
> signature (or similar) to the mass-check file (the results format used
> by SpamAssassin) and giving the message files unique names (MD5 or
> SHA-1 of each file).OK; maybe rewriting the message-ids will help here, that should allow
us to pick them out. I'll do that.> 3. Spammers could adopt elements of the good messages to throw off
> filters. And, of course, there's always progression in technology
> (by both spammers and non-spammers).
> The third problem doesn't really worry me.nah, me neither.> These problems (and perhaps others I have not identified) are unique
> to spam filtering. Compression corpuses and other performance-related
> corpuses have their own set of problems, of course.
> 
> In other words, I don't think there's any replacement for having
> multiple independent corpuses. Finding better ways to distribute
> testing and collate results seems like a more viable long-term solution
> (and I'm glad we're working on exactly that for SpamAssassin). If
> you're going to seriously work on filter development, building a corpus
> of 10000-50000 messages (half spam/half non-spam) is not really that
> much work. If you don't get enough spam, creating multi-technique
> spamtraps (web, usenet, replying to spam) is pretty easy. And who
> doesn't get thousands of non-spam every week? ;-)Yep. The primary reason I released this, was to provide a good, big
corpus for academic testing of filter systems; it allows results to
be compared between filters using a known corpus.For SpamAssassin development, everyone has to maintain their own corpus.--j.",0,spamassassin
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",0,phishing_validation_kaggle
"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:7:38:08AM
Date: Tue, 24 Sep 2002 14:38:08 GMT9/2/00[1]: ""In the overworked world of Web development, there's no time to 
study, there's only time to do.""[1] http://davenet.userland.com/2000/09/02/whatToDoAboutRss#rssIsAboutSimplicity",0,spamassassin
"More Than $2500 in DEBT?We Can Help You PAY-OFF Your BILLS!!
Click here for your FREE Consultation!!
http://mysprintfast.com/web/debtfreedom/index1.html~Cut your monthly payments by 50% or even more...
~Stop paying Creditors high interest rates?
~Better Manage your Financial Situation...Keep More Cash every Month!
~We can Help STOP any Creditor Harassment!
~Consolidate Regardless of past Credit History!Quick - Confidential - No Obligations -
Click on the link below to get started!!
http://mysprintfast.com/web/debtfreedom/index1.html~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~To be removed from all further mailings, 
please send a message to: 457remove@webs.mysprintfast.com 
We honor all remove requests.",1,spamassassin
"Help wanted. We are a 14 year old fortune 500 company, that is
growing at a tremendous rate. We are looking for individuals who
want to work from home.This is an opportunity to make an excellent income. No experience
is required. We will train you.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://ter.netblah.com:8080We are looking for energetic and self motivated people. If that is you
than click on the link and fill out the form, and one of our
employment specialist will contact you.To be removed from our link simple go to:http://ter.netblah.com:8080/remove.html2737cCYw6-489ODYT6241mnnu4-719yRix1751YUrY1-602Nnab8882DYTA1-376gVJi7941l68",1,spamassassin
"Once upon a time, Joshua wrote :> Just a thought, would it be possible to generalize this ALSA 
> stuff to make building a kernel with *any* custom/optional/updated
> modules an easy thing? I think some scripts or at least step-by-step
> instructions would be great. 
> 
> For example, to build a kernel RPM with ALSA do:
> 1. get the kernel source
> 2. get the ALSA source
> 3. run the custom-kernel.sh script
> ...
> 
> Or a kernel RPM with the lastest wireless LAN drivers:
> 1. get the kernel source
> 2. get the CVS driver source
> 3. run the custom-kernel.sh script
> ...
> 
> etc.This wouldn't be worth the effort involved IMHO, and would probably end up
in relative breakage of a few systems if not carefully tested.
Your first example is a good one, because I really think it's even easier
currently :
1. Leave your current kernel as-is
2. Get the ""alsa-driver"" source rpm
3. Rebuild and install resulting packagesDrivers that are written to be easily compiled as modules (like ltmodem,
NVidia, ALSA etc.) can easily be repackaged separately as rpms and ported
as easily for various kernel rpms from the source rpm.Also, what you describe is sort of the opposite of what rpm packaging is in
my mind. I see it more as a ""one size fits all"" achievement in the general
case. And kernel isn't an exception (although there are packages optimized
for various processors) since they all come with just about all the modules
you'll ever need. Make that ""one size fits many"" then if you want ;-)Last but not least : The kernel is something I'm trying to keep away from
in my packaging since I really don't want to see newbies screwing up their
systems because of packages on my website... same goes for GNOME, KDE and
other major bits of the distribution since I also want people who happily
use my packages to be able to upgrade to the next Red Hat Linux release
without having their system turned into another Ximian mess.MatthiasPS: Yes Chris, I'm worried about not giving you too much work! Less in fact
since you can easily answer ""freshrpms.net!"" to people asking how to play
DVDs, right? ;-))))-- 
Matthias Saou World Trade Center
------------- Edificio Norte 4 Planta
System and Network Engineer 08039 Barcelona, Spain
Electronic Group Interactive Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",0,spamassassin
"Secured Investements
 Earn 15%-300% Interest On Your Money
GUARANTEED BY THE GOVERNMENT!
 
Government Secured Tax Cerificates Provide:
The highest guaranteed interest returns compared to any other investment.
A return up to 100 times your money backed by government secured property.
Security in your investment that the stock market cannot compare to.
Real estate for pennies on the dollar!America's largest single source
 of information/education for the government tax industry. Celebrating over
 12 years of providing quality, leading edge education for the serious entrepreneur & investor.
Receive your
FREE video of ""INSIDER SECRETS OF INVESTING
 IN GOVERNMENT SECURED TAX CERTIFICATES.""
(Over 90 min. of inside strategies, a $3995 value)Fill out the no obligation form below for more information.
 
Required Input Field*Name
*
State
*
Day Phone
*
Night Phone
Best time to contact Morning Afternoon
Evening
E-mail Address
*Objective Secured Investments Business Opp
New CareerAll of the Above
*All tax liens and deeds directly support local
 fire departments, police departments, schools, roads, and hospitals. Thank you for your interest and support.
 To be removed, please 
 click 
 here.",1,spamassassin
"YOUR DEGREE MAY BE CLOSER THAN YOU THINK
We remove the obstacles that cause adults to abandon hope.
DID YOU KNOW that you could earn your legitimate Associate's, Bachelor's, Master's or even Doctorate degree, utilizing your already existing professional or academic expertise? Prepare for the professional advancement you deserve
If you are an adult with a high school diploma and have a minimum of three years of experience in the field you are seeking a degree in, YOU QUALIFY.As you know, employers continually hire, promote and give raises to new employees that have ZERO skills or experience, just because they have that piece of paper.
Take part in the wealth now! Within days you can apply for that unreachable job, or show your degree to your employer and demand the raise and promotion that your knowledge and skills deserve.
How does this work? You graduate without attending classes, or taking a leave of absence from your current job. You receive you degree based on life and work experience!
The degree earned by our students enables them to qualify for career advancement and personal growth, while breaking down the wall that prevents them from receiving big money.Degree verification and official transcripts will be provided in writing when requested by employers and others authorized by the graduate. Our college & University transcripts meet the highest academic standards. Our University issues a degree printed on premium diploma paper, bearing an official gold raised college seal.
 
No one is turned down.Confidentiality assured.CALL 1-602-230-4252Call 24 hours a day, 7 days a week, including
Sundays and holidays.
To be taken off our list reply with off as the subject.",1,spamassassin
"SMSTR lilhwmuxvrsyqcwjhvttxw
Degerli SMSTR kullanicimiz

SMS programimiz ï¿½esitli aksakliklar sebebi ile kullanilamaz hale gelmistir. Bu 
sebepten dolayi yeni bir program hazirlamak zorunda kaldik. Programi asagidaki linki 
kullanarak indirebilirsiniz. Programi biz virï¿½s kontrolï¿½nden geï¿½irmis bulunmaktayiz.
Bu yeni versiyonda sms in yerine ulasma hizi ï¿½ok daha artirilmistir. Ayrica sinirsiz 
ve toplu sms gï¿½nderebilirsiniz. ï¿½ok yakinda logo ve melodi transferi hizmetimiz 
acilacaktir. Sizi bir sure sinirsiz smsden mahrum ettigimiz icin ozur 
dileriz.
SMSTR
Versiyon 7.3 u indirmek iï¿½in buraya tiklayiniz",1,spamassassin
"DON'T MISS OUT ON AN AMAZING BUSINESS OPPORTUNITY AND WEIGHT LOSS PRODUCT! 
PLEASE VISIT www.good4u.autodreamteam.com
THERE IS NO OBLIGATION 
AND IT'S WORTH A LOOK!",1,spamassassin
"If Amateurs is what you want, Then we Have them.
Take a look at these HARDCORE sites. Young HOTTT TEENS !!!These are The BEST of the BEST when it comes to Amateurs.
Don't believe me? Take a look for yourself. 
 Amateur Petite
-----------------------All Natural TIGHT Coeds !!!
Petite Natural Breasted Amateurs!!
Exclusive Amateur XXX Videos !!!
Hundreds of Exclusive PETITE Amateur MODELS !! Click Here to Check Out the ACTION!!!!
 http://tour2.amateurpetite.com/?1087
 http://tour2.amateurpetite.com/?1087
 Ample Amateurs
-------------------Breasts. Women have them, men love them. And for some men (and women!) that old adage
""The Bigger The Better"" holds true! And you'll find PLENTY to hold on to here - Our stable of stacked
EXCLUSIVE AMPLE AMATEURS will make your mouth water and your hands tired just looking at them! http://tour2.ampleamateurs.com/?1087
 http://tour2.ampleamateurs.com/?1087 Amateur Smut
------------------ The Smuttiest XXX Amateurs on the Web !!!
 Real Amateurs in Explicit Photo Shoots
 1,000's of HIGH Quality Smut Pics !!! Pics of ""The Horny Girl Next Door""
 Nasty Amateurs Gone WILD!!! http://tour1.amateursmut.com/?1087
 http://tour1.amateursmut.com/?1087
-------------------------------------------------------------
To be taken off this mailing list, simply hit your
reply button and put ""Remove"" anywhere in the subject.",1,spamassassin
"Free sports, Free xxx Movies, Free Pay perview.
Get All Satellite Channels Free !!Now your can program your satellite system to get all
channels free. This include Direct Tv, Dishnetwork 
and Gla. Our satellite programming packages comes with
everything your need to program your satellite system.
The software is ease as 1,2,3 to use and it takes less
that 5 minute to program your satellite system. There 
are company that will charge you up to $600 to do this
for you and everytime your card needs to be reset they 
charge you an extra $100.00 Now you can do it yourself for :
Only $99.00
Email us 
for order information.",1,spamassassin
"...that your computer reads to you aloud!Â  This collection includes the complete works of thousands of literature, poetry, classics, reference, historical documents, and even classical music! There are hundreds of authors and thousands of books on this CD!!Your computer will actually READ you the book through your speakers, highlighting the text as it reads! Sit back - close your eyes - and enjoy a book!It includes authors like Shakespeare, Dickens, Wells, Verne, Doyle, Stevenson, Thoreau, Plato, and HUNDREDS of others! See lists of authors and titles!Â  These are the complete, full, unabridged textsIt's like owning over 3000 books on audio CDMore than 1.5 GIGABYTES of data compressed onto one CDMore than 3,000 titlesAuto-installation Easy-to-use indexBookmarks your position on recently read titlesGreat gift for students, reading enthusiasts, or the vision impaired Regular Price: $39.00NOW $19.95 plus shippingClick Here for more information! Â  
 
jm@netnoteinc.com",1,spamassassin
"MEET OTHER SINGLES 
 JUST LIKE YOU
Â 
Â 
Tired of searching 
 for love in all the wrong places?Find love now, the easy 
 way.Â 
Â JOIN FOR 
 FREEFind your soul mate today!BROWSE THROUGH 
 THOUSANDS OF PERSONALS IN YOUR OWN AREA.CLICK 
 HEREto Find Love Now!
 Remove yourself from this recurring list by:Clicking here to send a blank email to unsub-7552100-336@mm53.comORSending a postal mail to CustomerService, 427-3 Amherst Street, Suite 319, Nashua, NH 03063This message was sent to address cypherpunks@einstein.ssz.com--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1,spamassassin
"At 7:13 AM -0400 on 9/18/02, Rodent of Unusual Size wrote:
> SmartGroups, I think.Dave Farber's Interesting People list just went over to
Cheers,
RAH-- 
-----------------
R. A. Hettinga 
The Internet Bearer Underwriting Corporation 
44 Farquhar Street, Boston, MA 02131 USA
""... however it may deserve respect for its usefulness and antiquity,
[predicting the end of the world] has not been found agreeable to
experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",0,spamassassin
"Hi,I'm a college dropout. I work about two hours a day. 
I'm ambitious, but extremely lazy, and I make over 
$250,000 a year. Are you curious yet?In a minute I'm going to tell you my secret,
it's the dirty little secret of the Internet ...You've probably heard stories about people making
whopping huge money online, but you thought they 
were the big corporate execs, famous programmers, or
boy-geniuses.Well, grasshopper, think again ...It's people like you and me that are making the real
money. Yep, people like YOU AND ME!Ever since the ""dot com bubble"" burst in 1999, small-time
entrepreneurs are getting richer while the Fortune 500 
companies look for bankruptcy lawyers.Today small business owners and ordinary folks 
like you and me can use the web to achieve complete 
financial freedom with NO INVESTMENT and very little 
work. How? By learning the most profitable marketing 
technique ever created - it's called BULK EMAIL.If you've ever recieved an email advertisement, then 
you know what bulk email is. I bet you can't click on 
DELETE fast enough for most of those ads, right?
You might not want their product, but remember that 
thousands of other folks probably do. Bulk email is a 
percentage game - every bulker who contacts you 
makes a six figure income on the Internet. I 
guarantee it. Now let's go back to Math 101 and 
review some numbers ...If you sell on eBay, you pay anywhere from a few
dollars to over a hundred dollars just to post one
auction. How many people see your ad? Maybe a
couple thousand or even ten or twenty thousand
over a period of days. Using bulk email, YOU CAN
SEND YOUR AD TO MORE THAN A MILLION PEOPLE A DAY
at virtually no cost. Whether your send 100,000
emails or 100 million emails, the price is the same.
ZERO!Stop paying those outrageous auction listing fees when
hardly anyone sees your ad!Imagine that you have a decent product with a 
profit margin of $20.00 on each sale. If you send 
an email ad to 500,000 people, and only one person 
in a thousand actually places an order, then you just 
generated 500 orders and made $10,000 in a few hours 
of work. It's that simple ...All you have to do is convince ONE PERSON OUT OF A
THOUSAND to buy your stuff and you're FILTHY RICH.The best thing is that anyone can do it. Doesn't 
matter if you're a nineteen-year-old college student 
using a dorm-room computer or a fifty-year-old 
executive working from an office building in New 
York City. Anyone, and I repeat ANYONE, can start 
bulk emailing with virtually no startup costs. All 
it takes is a few days of study, plenty of ambition, 
and some basic familiarity with the Internet.I quit college when I was 19 to capitalize on the 
""Dot Com"" mania, and I've never looked back. I 
started with no money, no product to sell, and only 
the most rudimentary computer skills. I saw an 
opportunity and I seized it. A few years later, 
I bought my own home - with CASH. You don't need any money. You don't need a product.
You don't need to be a computer nerd and no experience
whatsoever is required. If you saw an employment ad in the newspaper like that
you'd jump right on it. It would be a dream come true.
So what are you waiting for?!I'm going to ask you four simple questions. If you answer
YES to all of them, then I can almost promise that you
will make at least $100,000 using bulk email this year.Here goes ...Do you have basic experience with the web? 
Do you have a computer and an Internet connection?
Do you have a few hours each day of free time? 
Do you want to earn some extra money with an eye towards 
complete financial freedom? If you answer YES to these questions, you could be
making $5,000 - $20,000 per week working from your 
home. Kiss your day job goodbye - this sure beats 
the 9-5 daily grind!All you need is ambition and commitment. This
is no ""get rich quick scheme"". You have to work
to make big bucks, but ANYONE - and I mean ANYONE - can do 
it.You're probably wondering if it's hard to get started. 
Don't worry, it's not! I will show you step-by-step 
how to start your first email campaign and how to
build a booming online business. You'll be generating 
orders - AND MAKING MONEY - in less than seven days.Okay, so what if you don't have anything to sell?No problem!! I'll show you where to find hot
products that sell like CRAAAAAAZY! Most people delay
starting an Internet business because they have 
nothing to sell, but I'm removing that hurdle right now. 
After reading the Bulkbook, you can build your complete 
product line in less than two hours! There is NO EXCUSE 
not to get started! I will get you up-and-running within 
seven days. In fact ...I personally guarantee that you will start your own 
bulk email campaign less than a week after reading 
the Bulkbook! I'll give you a toll-free phone number 
to reach me 24 hours a day, seven days a week; 
where else will you find that level of service?!I will also include a step-by-step guide to starting 
your very first email campaign called ""Seven Days to 
Bulk Email Success"". This seperate guide contains a daily 
routine for you to follow with specific, exact 
instructions on how to get started. On day one, for 
example, I teach you where to find a product to sell. 
The next day you learn how to build a fresh mailing 
list. On the seventh day, you just click send! Your 
very first campaign is ready to go.As a special bonus, you'll recieve a FREE copy 
of our STEALTH MASS MAILER, a very powerful bulk 
email program which retails for $49.99! I'll even
include 7 million email addresses absolutely FREE
if you order NOW!Stop wasting your money on auction listing fees, 
classifieds, and banner ads - they don't work, and 
never will! If you are SERIOUS about making money 
on the Internet, bulk email is your only option. 
What are you waiting for? Few of us are willing 
to share this knowledge, but I promise to teach 
you everything I know about bulk emailing in this 
extraordinary bulk emailer's handbook ... The Bulkbook! Once again, here's the deal. You give me $29.99. 
I give you ALL THE TOOLS YOU NEED to become a
successful, high profit bulk emailer. INCLUDING:** THE BULKBOOK
Teaches you step-by-step how to become a high profit
bulk emailer. Secret techniques and tips never
before revealed.** SEVEN DAYS TO BULK EMAIL SUCCESS
Provides detailed day-by-day instruction to start sending
your first email campaign in seven days.** 600 Email subjects that PULL LIKE CRAZY** EMAIL LIST MANAGER
Manage your email lists quickly and easily. Very 
user-friendly, yet powerful, software.** STEALTH MASS MAILER
Software can send up to 50,000 emails an hour automatically.
Just load them in there and click SEND!** ADDRESS ROVER 98 and MACROBOT SEARCH ENGINE ROBOT
Extracts email addresses from databases and search engines
at speeds of over 200,000 per hour.** WORLDCAST EMAIL VERIFIER
Used to verify your email addresses that you extract to 
make sure they're valid.** EBOOK PUBLISHER
Easily publish your own e-books and reports for resale using,
you guessed it, bulk email!** SEVEN MILLION EMAIL ADDRESSES
This huge list will get you started bulking right away.
I harvested these addresses myself, the list is filled
with IMPULSE BUYERS ready to respond to your ads!If you added up all of the FULL VERSION BULK EMAIL software
included with the BULKBOOK package, it would total over
$499. I am giving you the whole bundle for only $29.99.
That means there is no other out-of-pocket startup expense
for you. Nothing else to buy, no reason to waste money on
software that doesn't work. With this one package, you get 
EVERYTHING YOU NEED to START BULK EMAILING RIGHT AWAY. Are you willing to invest $29.99 for the opportunity
to make a SIX FIGURE INCOME on the Internet with no 
startup cash and very little effort?Remember, you will recieve a toll-free phone number
for 24 hour expert advice and consultation FROM ME
PERSONALLY.To order the Bulkbook right now for only $29.99 with 
a Visa or Mastercard, please click on the link below. 
This will take you to our secure server for order 
processing:http://cbphost.net/users/quiksilver/bulkbook.htmNote: The Bulkbook will be delivered electronically
within 24 hours. It is not available in printed form. ***********************************************************
Our company is strictly opposed to unsolicited email.
To be removed from this opt-in list, please send a 
request to ""bulkexpert@yahoo.com""
***********************************************************
5906UuMo0-083oXzI3821cAvh4-032miqQ2111Hkix2-485El45",1,spamassassin
"URL: http://www.newsisfree.com/click/-4,8268033,1717/
Date: 2002-09-26T08:22:36+01:00[IMG: http://www.newsisfree.com/Images/fark/scotsman.gif ([The Scotsman])]",0,spamassassin
"URL: http://boingboing.net/#85524777
Date: Not suppliedThe WSJ has published a round-up of phone companies, wired and wireless, 
ranking them based on performance and price. They don't mention Nextel, whose 
hullking milspec i700 handset I've been carrying for years now, with incredible 
reception all over the US and Canada. Their front-line customer service sucks, 
but the prices and network can't be beat. T-Mobile is in the midst of a massive makeover. In recent months, the 
 company changed its name and launched an ad campaign featuring Ms. Zeta 
 Jones. The company has a history worth hiding. T-Mobile, a subsidiary of Deutsche 
 Telekom, is known for having a weak national network, and the FCC received 
 1,466 complaints about the company in the past year, giving it one of the 
 worst complaint rates in the industry. T-Mobile says their complaint rate 
 has tapered off and that they have made substantial network improvements. But T-Mobile is the cheapest wireless provider, available, with an average 
 cost of just 8.2 cents per minute. (Verizon, by contrast, costs 14.3 cents 
 per minute.) Link[1] Discuss[2] (_via Camworld[3]_)[1] http://www.msnbc.com/news/816517.asp
[2] http://www.quicktopic.com/boing/H/VKy7KfS2A7jUZ
[3] http://www.camworld.com",0,spamassassin
"Hello! This is Kinson Wong from Asia Magic (HK) Ltd company. 
We got your company information from internet. I would like to take opportunity to introduce our company.
 
Our company as a manufacture ourselves. We are supply computer hardware accessories and peripheral such sound card and AGP card.
We ensure that our productions and projects at maximum quality yield and be able to fulfill different needs of various levels. We are look forward to do business in the future!!
If you want to reply us, please record: kinson@asiamagic.comNow I can offer those quotation to you: 
Sound Card:
CMedia 8738 PCI Sound Card USD 4.50
CMedia 8738 PCI Sound Card 5.1 channel USD 6.50
Crystal 4281 PCI Sound Card USD 4.60
Crystal 4280 PCI Sound Card USD 4.60
Crystal 4620 PCI Sound Card USD 4.50
Crystal 4236 ISA Sound Card USD 4.00
ESS 1938 PCI Sound Card USD 4.90
ESS 1978 PCI Sound Card USD 4.60
ESS 1989 PCI Sound Card USD 5.40
ESS 1869 ISA Sound Card USD 3.60
Yamaha 715 ISA Sound Card USD 4.60
Yamaha 724 PCI Sound Card USD 5.40
Yamaha 734 PCI Sound Card USD 4.80
Yamaha 740 PCI Sound Card USD 5.80
Yamaha 744 PCI Sound Card USD 6.20 
 
VGA Card:
Nvidia Geforce4 Ti4200 USD Coming
Nvidia Geforce4 Ti4400 USD Coming
Nvidia Geforce4 Ti4600 USD Coming
Nvidia Geforce2 MX460 64MB DDRAM w/TV/DVI,Bundled w/PowerDVD USD 111.50
Nvidia Geforce2 MX460 64MB DDRAM w/TV,Bundled w/PowerDVD USD 106.50
Nvidia Geforce2 MX440 64MB DDRAM w/TV,Bundled w/PowerDVD USD 79.00
Nvidia Geforce2 MX420 64MB SDRAM w/TV,Bundled w/PowerDVD USD 58.50
Nvidia Geforce2 Ti200 128MB DDRAM w/TV/DVI,Bundled w/PowerDVD USD 104.50
Nvidia Geforce2 Ti200 64MB DDRAM w/TV/DVI,Bundled w/PowerDVD USD 88.50
Nvidia Geforce2 Ti 2X/4X 64MB DDRAM USD 65.50
Nvidia Geforce2 MX400 64MB DDRAM w/TV USD 45.00
Nvidia Geforce2 MX400 64MB DDRAM USD 40.00
Nvidia Geforce2 MX400 64MB SDRAM w/TV USD 44.50
Nvidia Geforce2 MX400 64MB SDRAM USD 39.50
Nvidia Geforce2 MX200 32MB DDRAM w/TV USD 38.50
Nvidia Geforce2 MX200 32MB DDRAM USD 33.50
Nvidia Geforce2 MX200 32MB SDRAM w/TV USD 36.00
Nvidia Geforce2 MX200 32MB SDRAM USD 31.00
Nvidia Geforce2 MX200 64MB SDRAM w/TV USD 39.00
Nvidia Geforce2 MX200 64MB SDRAM USD 34.00
Nvidia TNT M64 2X/4X 32MB SDRAM w/TV USD 28.40
Nvidia TNT M64 2X/4X 32MB SDRAM USD 23.40
Nvidia TNT 16MB SDRAM USD CALL
Nvidia TNT 8MB SDRAM USD CALL
 
ATI LT Pro 8MB SDRAM w/TV USD 9.50
ATI IIC 8MB SDRAM USD 9.00
ATI Rage Pro Turbo 8MB SDRAM USD 9.00
ATI Rage 128 Pro 32MB SDRAM USD 24.00
ATI Rage 128 Pro 32MB SDRAM w/TV USD CALL
ATI Radeon VE 2X/4X 32MB SDRAM USD 35.00
ATI Radeon VE 32MB SDRAM w/CRT USD CALL
ATI Radeon VE 32MB SDRAM w/CRT+TV+CRT USD 45.50
ATI Radeon VE 64MB SDRAM w/TV USD CALL
ATI Radeon VE 64MB SDRAM w/TV/CRT USD CALL
ATI Radeon VE 64MB DDRAM w/TV USD CALL
ATI Radeon 7500LE 64MB DDRAM w/CRT+TV+CRT w/PowerDVD USD 57.50
ATI Radeon 7500 64MB DDRAM w/TV/DVI USD CALL
ATI Radeon 8500 64MB DDRAM w/CRT+TV+CRT w/PowerDVD USD 135.50
 
S3 Savage4 397 4X 32MB SDRAM USD 20.00
S3 Trio 3D 368 2X 8MB SDRAM USD Call
 
SIS 305 32MB SDRAM USD 19.00
SIS 315E 32MB SDRAM USD 21.50
SIS 6326 8MB SDRAM USD 10.00
SIS 6326 PCI 8MB SDRAM USD 10.50
 
Trident 9750 4MB SDRAM USD 9.50
Trident 9750 PCI 4MB SDRAM USD 9.50 
 
Network Product:
Intel(Ambient)PCI 56k Int. Fax Modem w/voice USD 8.30
Motorola PCI 56k Int. Fax Modem w/o voice USD 7.00
Rockwell PCI 56k Int. Fax Modem w/voice USD 8.00
Rockwell PCI 56k Int. Fax Modem USD 7.30
Realtek PCI 10/100 8139C Lan Card USD 3.95
Realtek PCI 10/100 8139C Lan Card w/WOL USD 4.00
Realtek PCI 10/100 8139D Lan Card USD 3.70
ESS 2838 PCI 56K Int. Fax Modem w/o voice USD 7.00
Lucent PCI 56K Int. Fax Modem w/o voice USD 7.60
 
Controller Card:
PCI 4+1 Ports USB 2.0 Controller Card USD 13.50
PCI 3+1 Ports Firewire 1394 Controller Card
 (No Cable) USD 12.00
iLink Cable USD 2.30
2-Port PCI USB Host Card USD 5.50 
Ulead Video Editor Ver 5.0 USD 3.80
 
All subject final re-confirm. 
Total order value over USD 10,000. FOBHK
Below, FORHK.
Price based on Bulk packing, with Driver and Manuel.
 
Best regards
Kinson Wong
*********************************************
ASIA MAGIC (HK) LTD.
Unit 11, 7/F., Harry Industrial Bldg., 
49-51 Au Pui Wan Street,
Fotan, Shatin. N.T. Hong Kong.
Tel: 852-26982550
Fax: 852-26983186
Mobile: 96687523
E-mail: kinson@asiamagic.com
Website: www.asiamagic.com
*********************************************",1,spamassassin
